#CHR	START	END	SAMPLE	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3
1	26644978	40002884	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
1	26644978	40002884	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
1	26644978	40002884	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
1	26644978	40002884	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
1	26644978	40002884	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
1	40002884	40252645	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	7|3	0.0
1	40002884	40252645	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	7|3	0.0650341451834631
1	40002884	40252645	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	7|3	0.0
1	40002884	40252645	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	7|3	0.0
1	40002884	40252645	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	7|3	0.0743368424206201
1	40002884	40252645	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	7|3	0.0
1	40002884	40252645	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	7|3	0.0
1	40002884	40252645	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	7|3	0.0448840172314937
1	40002884	40252645	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	7|3	0.03
1	40252645	85984385	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
1	40252645	85984385	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
1	40252645	85984385	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
1	40252645	85984385	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
1	40252645	85984385	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
1	40252645	85984385	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
1	40252645	85984385	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
1	40252645	85984385	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
1	40252645	85984385	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
1	85984385	86004102	MPAM06PT1	1|1	0.7668735864237893	3|2	0.2331264135762107	2|2	0.0	2|1	0.0
1	85984385	86004102	MPAM06PT10	1|1	0.6214728965059255	3|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
1	85984385	86004102	MPAM06PT2	1|1	0.7208184518994245	3|2	0.2791815481005755	2|2	0.0	2|1	0.0
1	85984385	86004102	MPAM06PT3	1|1	0.7694526450070667	3|2	0.2305473549929333	2|2	0.0	2|1	0.0
1	85984385	86004102	MPAM06PT4	1|1	0.3621479727649376	3|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
1	85984385	86004102	MPAM06PT5	1|1	0.8711732412299596	3|2	0.1288267587700404	2|2	0.0	2|1	0.0
1	85984385	86004102	MPAM06PT7	1|1	0.8124791605712867	3|2	0.1875208394287133	2|2	0.0	2|1	0.0
1	85984385	86004102	MPAM06PT8	1|1	0.5322664784161162	3|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
1	85984385	86004102	MPAM06PT9	1|1	0.7474143078526612	3|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
1	86004102	91731286	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
1	86004102	91731286	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
1	86004102	91731286	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
1	86004102	91731286	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
1	86004102	91731286	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
1	86004102	91731286	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
1	86004102	91731286	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
1	86004102	91731286	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
1	86004102	91731286	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
1	91731286	91889889	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|1	0.0
1	91731286	91889889	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
1	91731286	91889889	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|1	0.0
1	91731286	91889889	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|1	0.0
1	91731286	91889889	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
1	91731286	91889889	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|1	0.0
1	91731286	91889889	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|1	0.0
1	91731286	91889889	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
1	91731286	91889889	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
1	91889889	103073640	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	1|1	0.0
1	91889889	103073640	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	1|1	0.0650341451834631
1	91889889	103073640	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	1|1	0.0
1	91889889	103073640	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	1|1	0.0
1	91889889	103073640	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	1|1	0.0743368424206201
1	91889889	103073640	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	1|1	0.0
1	91889889	103073640	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	1|1	0.0
1	91889889	103073640	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	1|1	0.0448840172314937
1	91889889	103073640	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	1|1	0.03
1	103073640	104081872	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|1	0.0
1	103073640	104081872	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
1	103073640	104081872	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|1	0.0
1	103073640	104081872	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|1	0.0
1	103073640	104081872	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
1	103073640	104081872	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|1	0.0
1	103073640	104081872	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|1	0.0
1	103073640	104081872	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
1	103073640	104081872	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
1	104081872	120340809	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	1|1	0.0
1	104081872	120340809	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	1|1	0.0650341451834631
1	104081872	120340809	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	1|1	0.0
1	104081872	120340809	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	1|1	0.0
1	104081872	120340809	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	1|1	0.0743368424206201
1	104081872	120340809	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	1|1	0.0
1	104081872	120340809	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	1|1	0.0
1	104081872	120340809	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	1|1	0.0448840172314937
1	104081872	120340809	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	1|1	0.03
1	120340809	121183687	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
1	120340809	121183687	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
1	120340809	121183687	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
1	120340809	121183687	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
1	120340809	121183687	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
1	120340809	121183687	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
1	120340809	121183687	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
1	120340809	121183687	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
1	120340809	121183687	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
1	121183687	121359654	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	1|1	0.0
1	121183687	121359654	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	1|1	0.0650341451834631
1	121183687	121359654	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	1|1	0.0
1	121183687	121359654	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	1|1	0.0
1	121183687	121359654	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	1|1	0.0743368424206201
1	121183687	121359654	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	1|1	0.0
1	121183687	121359654	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	1|1	0.0
1	121183687	121359654	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	1|1	0.0448840172314937
1	121183687	121359654	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	1|1	0.03
1	121359654	121500001	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
1	121359654	121500001	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
1	121359654	121500001	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
1	121359654	121500001	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
1	121359654	121500001	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
1	121359654	121500001	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
1	121359654	121500001	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
1	121359654	121500001	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
1	121359654	121500001	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
1	132010238	142546565	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
1	132010238	142546565	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
1	132010238	142546565	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
1	132010238	142546565	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
1	132010238	142546565	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
1	132010238	142546565	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
1	132010238	142546565	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
1	132010238	142546565	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
1	132010238	142546565	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
1	142546565	142730666	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
1	142546565	142730666	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
1	142546565	142730666	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
1	142546565	142730666	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
1	142546565	142730666	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
1	142546565	142730666	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
1	142546565	142730666	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
1	142546565	142730666	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
1	142546565	142730666	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
1	142730666	143138121	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
1	142730666	143138121	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
1	142730666	143138121	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
1	142730666	143138121	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
1	142730666	143138121	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
1	142730666	143138121	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
1	142730666	143138121	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
1	142730666	143138121	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
1	142730666	143138121	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
1	143138121	143412337	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
1	143138121	143412337	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
1	143138121	143412337	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
1	143138121	143412337	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
1	143138121	143412337	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
1	143138121	143412337	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
1	143138121	143412337	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
1	143138121	143412337	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
1	143138121	143412337	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
1	143412337	144017536	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
1	143412337	144017536	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
1	143412337	144017536	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
1	143412337	144017536	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
1	143412337	144017536	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
1	143412337	144017536	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
1	143412337	144017536	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
1	143412337	144017536	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
1	143412337	144017536	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
1	144017536	144839666	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
1	144017536	144839666	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
1	144017536	144839666	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
1	144017536	144839666	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
1	144017536	144839666	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
1	144017536	144839666	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
1	144017536	144839666	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
1	144017536	144839666	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
1	144017536	144839666	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
1	144839666	144923285	MPAM06PT1	1|1	0.7668735864237893	3|2	0.2331264135762107	2|2	0.0	2|1	0.0
1	144839666	144923285	MPAM06PT10	1|1	0.6214728965059255	3|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
1	144839666	144923285	MPAM06PT2	1|1	0.7208184518994245	3|2	0.2791815481005755	2|2	0.0	2|1	0.0
1	144839666	144923285	MPAM06PT3	1|1	0.7694526450070667	3|2	0.2305473549929333	2|2	0.0	2|1	0.0
1	144839666	144923285	MPAM06PT4	1|1	0.3621479727649376	3|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
1	144839666	144923285	MPAM06PT5	1|1	0.8711732412299596	3|2	0.1288267587700404	2|2	0.0	2|1	0.0
1	144839666	144923285	MPAM06PT7	1|1	0.8124791605712867	3|2	0.1875208394287133	2|2	0.0	2|1	0.0
1	144839666	144923285	MPAM06PT8	1|1	0.5322664784161162	3|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
1	144839666	144923285	MPAM06PT9	1|1	0.7474143078526612	3|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
1	144923285	144939679	MPAM06PT1	1|1	0.7668735864237893	3|1	0.2331264135762107	3|2	0.0	4|0	0.0
1	144923285	144939679	MPAM06PT10	1|1	0.6214728965059255	3|1	0.3134929583106113	3|2	0.0	4|0	0.0650341451834631
1	144923285	144939679	MPAM06PT2	1|1	0.7208184518994245	3|1	0.2791815481005755	3|2	0.0	4|0	0.0
1	144923285	144939679	MPAM06PT3	1|1	0.7694526450070667	3|1	0.2305473549929333	3|2	0.0	4|0	0.0
1	144923285	144939679	MPAM06PT4	1|1	0.3621479727649376	3|1	0.0	3|2	0.5635151848144422	4|0	0.0743368424206201
1	144923285	144939679	MPAM06PT5	1|1	0.8711732412299596	3|1	0.1288267587700404	3|2	0.0	4|0	0.0
1	144923285	144939679	MPAM06PT7	1|1	0.8124791605712867	3|1	0.1875208394287133	3|2	0.0	4|0	0.0
1	144923285	144939679	MPAM06PT8	1|1	0.5322664784161162	3|1	0.0	3|2	0.42284950435239	4|0	0.0448840172314937
1	144923285	144939679	MPAM06PT9	1|1	0.7474143078526612	3|1	0.046403858809337	3|2	0.1761818333380018	4|0	0.03
1	144939679	146487335	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
1	144939679	146487335	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
1	144939679	146487335	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
1	144939679	146487335	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
1	144939679	146487335	MPAM06PT4	1|1	0.3621479727649376	2|2	0.0	2|2	0.5635151848144422	2|2	0.0743368424206201
1	144939679	146487335	MPAM06PT5	1|1	0.8711732412299596	2|2	0.1288267587700404	2|2	0.0	2|2	0.0
1	144939679	146487335	MPAM06PT7	1|1	0.8124791605712867	2|2	0.1875208394287133	2|2	0.0	2|2	0.0
1	144939679	146487335	MPAM06PT8	1|1	0.5322664784161162	2|2	0.0	2|2	0.42284950435239	2|2	0.0448840172314937
1	144939679	146487335	MPAM06PT9	1|1	0.7474143078526612	2|2	0.046403858809337	2|2	0.1761818333380018	2|2	0.03
1	146487335	147630943	MPAM06PT1	1|1	0.7668735864237893	3|2	0.2331264135762107	2|2	0.0	2|1	0.0
1	146487335	147630943	MPAM06PT10	1|1	0.6214728965059255	3|2	0.3134929583106113	2|2	0.0	2|1	0.0650341451834631
1	146487335	147630943	MPAM06PT2	1|1	0.7208184518994245	3|2	0.2791815481005755	2|2	0.0	2|1	0.0
1	146487335	147630943	MPAM06PT3	1|1	0.7694526450070667	3|2	0.2305473549929333	2|2	0.0	2|1	0.0
1	146487335	147630943	MPAM06PT4	1|1	0.3621479727649376	3|2	0.0	2|2	0.5635151848144422	2|1	0.0743368424206201
1	146487335	147630943	MPAM06PT5	1|1	0.8711732412299596	3|2	0.1288267587700404	2|2	0.0	2|1	0.0
1	146487335	147630943	MPAM06PT7	1|1	0.8124791605712867	3|2	0.1875208394287133	2|2	0.0	2|1	0.0
1	146487335	147630943	MPAM06PT8	1|1	0.5322664784161162	3|2	0.0	2|2	0.42284950435239	2|1	0.0448840172314937
1	146487335	147630943	MPAM06PT9	1|1	0.7474143078526612	3|2	0.046403858809337	2|2	0.1761818333380018	2|1	0.03
1	147630943	149940064	MPAM06PT1	1|1	0.7668735864237893	2|2	0.2331264135762107	2|2	0.0	2|2	0.0
1	147630943	149940064	MPAM06PT10	1|1	0.6214728965059255	2|2	0.3134929583106113	2|2	0.0	2|2	0.0650341451834631
1	147630943	149940064	MPAM06PT2	1|1	0.7208184518994245	2|2	0.2791815481005755	2|2	0.0	2|2	0.0
1	147630943	149940064	MPAM06PT3	1|1	0.7694526450070667	2|2	0.2305473549929333	2|2	0.0	2|2	0.0
